N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
155.0484622,59.02019905,61.98996073,6.06776121,0.199312123,0.178158962,21.2792627,123.4242041,143.567002,32.11779246,37.60888491,grapes
174.0928446,34.989396,72.01034771,6.209395113,0.017803463,0.0436739,24.37488207,81.30205809,130.2173184,48.9242262,28.31683236,grapes
109.9847811,32.07696936,60.98931971,6.343113971,0.251926631,0.144014424,17.6059148,57.03835596,35.98781313,49.84735846,44.87058069,grapes
103.034858,29.96839796,84.99914175,6.562315909,0.261139825,0.071680394,19.55881528,118.7958527,59.36446995,37.11665375,43.44410378,grapes
133.9308265,38.06878847,83.91107211,6.469870514,0.26057953,0.244782861,15.27679989,142.7296678,85.69784488,43.87856055,45.05208861,grapes
144.0553369,42.97017346,76.96395766,6.246007537,0.155975179,0.052744796,10.30290538,108.9606046,77.02895958,30.6044901,25.41964951,grapes
171.9480159,94.93769939,341.9792379,6.497810945,0.940996815,0.036888566,15.97859496,205.7603919,60.19834598,19.9837612,4.365330113,grapes
100.9346103,31.99185749,90.99157186,6.024575367,0.102818565,0.068838577,24.05188198,110.3832326,51.61800497,42.01789549,34.34561406,grapes
137.9525072,35.95925741,79.97180127,5.790635271,0.130069341,0.207779437,17.74674647,68.51248923,75.40626317,49.82232222,44.37027579,grapes
132.0268472,60.00845781,90.00709673,5.903688942,0.14028904,0.212227251,24.87635425,114.4890849,145.3812545,40.82294813,37.39187888,grapes
144.9991681,54.98375097,71.96410174,5.596206887,0.238095036,0.17630684,12.4135279,94.30908373,126.7252213,39.58648211,30.35569961,grapes
112.9835952,31.9851674,62.05740766,5.849069886,0.123757091,0.031225453,9.47286475,73.76971913,126.8553026,46.09465442,26.4899657,grapes
159.9901903,51.98105237,65.99597862,6.187921712,0.208887909,0.0730243,19.67811731,87.29474519,30.01925766,44.94473728,39.56572988,grapes
153.9540626,60.00479781,67.94946693,6.175231662,0.156068155,0.02659782,20.19031676,89.52216665,124.3166538,38.54145961,25.37586201,grapes
105.0065554,52.01142504,87.00815629,6.410053491,0.19389914,0.158325766,9.464171199,125.3729423,145.8622912,49.40722966,29.36993463,grapes
111.9962802,29.92739156,88.99779624,6.445391007,0.142727066,0.143079379,17.90463317,100.4808945,109.6090822,44.20641144,28.07241271,grapes
164.076832,54.98445014,93.98355234,6.437612005,0.162044471,0.065135051,16.19861539,60.21306124,99.62196572,32.99372659,27.98296716,grapes
160.0511585,52.01178385,65.99876858,6.168917791,0.176060147,0.054309787,19.71388749,87.32600382,30.00194769,45.06071516,39.55584757,grapes
144.9936242,47.94798493,81.00691047,6.31907361,0.172769543,0.1446819,8.726607008,129.5149465,143.3011808,47.50164198,45.16742927,grapes
103.9119233,63.06557876,75.9632794,5.598260667,0.170247613,0.295076657,16.18676021,132.4592863,64.01506454,36.43109498,33.40222938,grapes
131.9518021,28.99940338,82.01687012,6.775015114,0.178606985,0.189716076,26.04419876,256.0471757,273.1011814,25.32021715,12.91738025,grapes
143.9517052,43.01410011,76.99808755,6.234826627,0.239400368,0.066074235,10.34748179,109.0847002,77.12266149,30.51329995,25.5093983,grapes
103.9125501,63.04162827,76.01628638,5.555706489,0.085740101,0.165290941,16.20824552,132.5330262,64.00349973,36.42791703,33.28662605,grapes
150.9965712,61.97034889,81.99346973,5.828732342,0.143045465,0.071986523,8.475739258,109.4076557,142.2347399,40.83347343,27.8447477,grapes
151.9533308,64.95835445,92.06427907,6.028841776,0.24578618,0.105198424,18.57068275,146.6734046,103.4439662,32.96346145,47.71079615,grapes
173.9589403,35.00428803,71.96652242,6.1890239,0.022270826,0.084576056,24.3838803,81.21088432,130.2499822,48.91043498,28.33354785,grapes
111.0477884,50.91292269,65.03899974,5.608247695,0.102342389,0.085495863,18.047591,148.0676608,96.32450265,49.88910215,33.69941543,grapes
132.0078885,29.05366401,81.94514811,6.672649568,0.166144804,0.219141751,26.09801582,255.894382,273.0390268,25.29357159,12.92817364,grapes
175.8994115,58.09720829,64.94798911,6.354809154,0.084695021,0.129721308,24.18854014,144.6085503,50.61178156,48.59617649,26.26722718,grapes
152.9748919,65.93408956,63.90133237,5.72122556,0.258374767,0.083481609,13.68563285,54.05383834,147.497014,40.97596235,46.47824441,grapes
174.0647635,58.02881343,72.04088957,5.5003966,0.09046961,0.254293041,10.06884176,142.7076916,92.32646258,44.05056902,43.52868045,grapes
154.0583786,65.06266811,88.12729327,6.05802532,0.187714301,0.180032679,13.24144079,79.62892632,45.93669506,32.329495,45.95249263,grapes
115.083519,58.91260418,70.02963266,6.23722384,0.106500044,0.134584586,12.88851007,97.36210759,82.74877273,43.51125982,49.13136704,grapes
174.0448338,43.90791984,87.99605064,5.977411785,0.227917778,0.081067721,21.93365876,98.43881361,91.11407026,40.94034485,41.52610025,grapes
128.0072683,32.91088277,66.01359713,5.990920927,0.060972863,0.223990874,9.753952814,125.7954161,121.1941435,30.51713869,38.39913167,grapes
176.0381119,57.99162323,65.02186715,6.295114865,0.097053846,0.045020796,24.10960688,144.5901782,50.71479978,48.58489838,26.1356834,grapes
138.1018311,55.01449576,94.00322231,5.639163443,0.237236972,0.025909876,18.67618627,58.76451768,39.73741585,38.41772919,38.80529565,grapes
110.0379834,47.03258971,92.96570703,5.944639799,0.312690956,0.027788936,16.44206418,142.6347289,52.24659479,30.66260517,40.31017883,grapes
125.9868439,46.01609955,65.98536053,6.251308371,0.05148741,0.20387532,24.96972038,145.2025504,133.8665863,37.82176218,37.20549653,grapes
174.9598911,46.94942411,59.97692317,6.327908501,0.092566599,0.164514324,7.265719515,115.3170458,87.75316801,42.12679444,30.4110201,grapes
174.0489485,35.00045402,71.95304549,6.19844768,0.23879064,0.013231853,24.420641,81.24308264,130.3794398,49.02882049,28.31556577,grapes
151.9837229,65.01738315,91.96915916,5.945835182,0.152462497,0.23106296,18.56343163,146.7574483,103.4763452,33.00273505,47.57251432,grapes
176.0309949,57.98634213,65.02084895,6.313977589,0.110340211,0.148516272,24.13748032,144.667978,50.56933352,48.58397083,26.18268766,grapes
159.9585533,36.9664304,73.94757017,5.895002904,0.191806741,0.153105204,4.970563591,122.5302588,112.0499949,38.32245227,38.5036642,grapes
111.0116371,64.05823545,61.97714758,5.673545067,0.197598226,0.164882657,20.87564786,60.16953876,111.8393748,34.19310327,39.74611595,grapes
146.9956244,59.94466044,64.01966897,6.198389583,0.059489268,0.0780234,15.31177978,70.24772967,140.8281627,34.49727909,36.79284749,grapes
173.9856546,58.01836579,71.93244892,5.572342277,0.221388383,0.162232859,10.0432561,142.6792904,92.30186881,43.99084199,43.51742025,grapes
177.0728438,75.94471495,300.9602507,7.164783887,1.47317537,0.055112515,12.43349078,165.3202657,64.48983033,18.04682418,7.397383541,grapes
153.9412565,35.03497108,92.96138405,5.667128998,0.187453614,0.09641584,12.78204615,66.37262362,54.00807283,45.22176526,29.06469651,grapes
160.1097811,51.99872449,66.02405379,6.191364032,0.15491721,0.097479168,19.57859047,87.31104625,30.01291481,44.98681582,39.47067352,grapes
174.9802973,46.9009696,59.95868153,6.247463637,0.211023417,0.094411913,7.282611376,115.3262599,87.79137606,42.1794996,30.48648618,grapes
111.0671567,51.03635836,64.96913269,5.61345249,0.177993187,0.02349616,18.15186776,148.2163992,96.29794545,50.03199319,33.68417397,grapes
144.9968848,42.94901263,89.08170538,5.887937571,0.137404271,0.081630405,5.529800741,84.83027339,93.0481325,32.9554685,47.65810534,grapes
157.0126497,34.94948894,62.13376241,5.901525734,0.171280305,0.090875421,11.95286765,149.8842755,98.50849376,38.96628846,28.60797208,grapes
171.9484556,94.92668896,341.9704404,6.518326746,0.745874228,0.071909129,15.97368254,205.7969862,60.17162542,20.06141006,4.342423298,grapes
110.0060476,35.97840088,65.97410321,6.45428947,0.178937051,0.164102309,13.79341283,58.97003611,71.68450299,39.08143311,43.904978,grapes
111.9964231,50.99661392,81.95314372,6.557134852,0.130260212,0.002873632,11.15556618,103.8457171,78.74141718,32.91375125,35.89389745,grapes
176.1122631,47.9452257,62.96364126,6.00621227,0.198920294,0.122017514,17.92233208,122.5084755,105.7144418,39.48818067,39.15830498,grapes
128.0282711,32.93426927,65.99776345,6.058434962,0.108839007,0.214962181,9.910362574,125.7844458,121.0125515,30.51289582,38.31055646,grapes
156.8910827,47.9916383,95.96780744,5.567778622,0.15228549,0.09687635,16.45043859,50.17401024,49.39154736,37.54201981,44.20381613,grapes
118.9821805,47.93010429,89.00153549,5.579265611,0.276782945,0.074519024,13.59677526,66.61775424,49.46133059,49.76914576,43.7743508,grapes
142.9664772,59.03017312,95.02509995,6.243654896,0.279048345,0.047436271,23.05535998,126.2244367,66.90500205,45.75791236,27.20930501,grapes
169.9175769,39.96433114,68.96604801,6.154028508,0.08514043,0.000754782,20.68315975,132.9716767,57.2837159,36.95526476,39.2943335,grapes
138.9835886,27.06856744,61.02533419,6.278952237,0.776523594,0.275224109,16.36734742,178.8586818,880.2568491,27.89685342,27.3700725,mulberry
143.0305844,26.98485496,90.0722537,6.268396316,0.521454275,0.20046258,20.51941095,135.2144106,1330.283587,20.69035769,20.26404806,mulberry
128.9973083,16.98827261,52.06641854,6.464218247,0.305743417,0.310051533,28.30665633,119.4549415,706.1372925,24.13274971,20.58647392,mulberry
176.0339043,26.94412445,109.0793053,6.486709261,0.487007129,0.337467155,34.98975341,274.7727907,288.3055064,23.89001037,27.52316517,mulberry
157.9777284,12.96407184,83.9416728,6.141451659,0.30712163,0.222539856,24.95715146,267.5713214,729.5955497,29.94186186,14.01663333,mulberry
129.0116116,28.9903846,55.00320332,5.964472073,0.553503588,0.190806424,22.49682199,164.0431162,305.514306,26.34713381,16.08591822,mulberry
162.0790727,28.99165702,59.86727759,6.474343343,0.615091333,0.23262182,28.64184721,163.493637,1420.687548,28.74335671,13.70059846,mulberry
132.9788401,14.03565781,109.9878829,6.192037364,0.754779208,0.335581373,18.03728402,108.9135795,1490.464217,24.44508747,13.48312446,mulberry
116.1066624,21.04269414,104.05118,6.125995404,0.513391621,0.246909044,33.71548847,274.9530464,855.6886395,20.30630628,25.52758382,mulberry
120.0215194,15.99448383,61.01156003,6.36166817,0.518177352,0.239363335,18.57114369,114.5063095,1492.40903,22.10586484,10.11920908,mulberry
173.0251676,23.89312405,107.0440135,6.65783431,0.526382986,0.239933681,27.31545936,181.225277,1157.713975,22.00056664,27.0673941,mulberry
151.988236,28.0105727,97.02968451,6.797187265,0.656279528,0.195194841,23.27427219,106.4364962,1009.972862,22.29249181,15.94912795,mulberry
170.9665661,16.03536716,70.93892507,6.649392457,0.865050857,0.258944793,19.70306302,252.5863614,1015.474702,21.54091323,15.01650545,mulberry
172.0448525,27.03455761,55.99761559,6.549259835,0.667772643,0.262725656,27.24709804,169.2169352,267.386848,21.81160896,22.34578491,mulberry
155.9902948,17.01945431,94.06962216,6.356559683,0.520943045,0.280140273,27.01137892,228.3218307,1254.546526,28.50134572,10.73958662,mulberry
116.9811487,13.99135134,107.9479435,6.048197428,0.685316351,0.235359605,26.56276283,120.5873645,605.3725689,26.50025279,22.06072493,mulberry
124.0773019,28.97075234,104.990219,6.11065389,0.162838334,0.260901407,26.71720457,247.9191859,1155.277089,21.05358825,10.35794894,mulberry
129.9337085,18.89225852,107.0066156,6.227857989,0.78852803,0.242694066,18.80624942,188.5232003,1357.997935,25.38450161,23.13984492,mulberry
132.9567038,24.9663672,63.99012462,6.72870433,0.804728773,0.292230476,29.15723446,211.1026681,995.75225,29.71420817,26.50146916,mulberry
128.9650591,30.00900914,88.0815128,6.23619921,0.353250848,0.131627998,19.5215214,106.3230236,533.1024425,27.43573575,17.98540043,mulberry
124.0478924,29.07171442,105.0102768,6.061878892,0.167379629,0.226469645,26.89565354,248.0391322,1155.160343,21.00914963,10.44999609,mulberry
132.9969475,24.99929268,63.97847802,6.859130389,0.719920508,0.313780726,29.19953725,211.0410575,995.9091022,29.71978332,26.50360104,mulberry
145.9986768,28.07112326,56.06642649,6.49971491,0.812627222,0.100354829,22.39710481,116.1591804,677.5012535,21.44291299,11.19228098,mulberry
148.9214589,23.03136569,71.95399578,5.967885122,0.270507289,0.237934274,30.7378052,209.9563553,453.2798266,27.97118659,26.95036673,mulberry
146.9805284,15.00608581,74.94851906,6.188717886,0.27424573,0.194061639,31.35390409,258.2961792,986.3192545,24.58633213,24.91756909,mulberry
177.9814826,23.02538388,59.00499795,6.28752712,0.313919261,0.451446149,17.16885367,270.9468239,477.0523101,29.38265752,10.78649461,mulberry
175.9384736,27.00673185,109.1154047,6.452873681,0.361934667,0.226671378,34.99724362,274.8187615,288.1853312,24.01348767,27.58274991,mulberry
132.9022937,19.93966533,75.01193024,6.102232843,0.789639193,0.167630094,18.17565861,153.0154318,1354.445108,26.28184811,12.96310309,mulberry
176.0643462,23.04024463,90.99733435,6.570890488,0.471292303,0.321744191,30.91617556,211.7401394,264.9603307,23.60942607,11.50130567,mulberry
128.970453,17.06939783,51.92460555,6.527767543,0.340279935,0.245204429,28.33883213,119.5049305,706.2688599,24.15437655,20.59065956,mulberry
161.0775349,19.80459428,98.95031787,6.460688692,0.792736953,0.319581293,24.6935434,271.845567,1567.196705,23.34831413,28.00019059,mulberry
111.9331193,18.01120634,51.00246502,6.364896133,0.352617434,0.106855202,22.32275895,160.5726071,1206.796703,21.80880315,18.38340322,mulberry
158.0618126,13.06784536,84.04160135,6.035932001,0.368154944,0.228935083,24.7708731,267.599228,729.6520292,29.90135708,14.00396471,mulberry
173.0009236,10.00440856,60.00880298,6.356003562,0.298123452,0.205720393,22.60565048,233.1246687,1298.502123,20.82632706,15.96409975,mulberry
159.9881247,14.07344405,55.96816542,6.551113042,0.537531691,0.355831401,34.05509411,250.3314805,953.6192788,26.41102012,27.59399912,mulberry
144.9163498,13.98665215,67.94579885,6.572812846,0.656736054,0.1249443,21.0844651,260.7264594,1454.747188,26.93277253,20.9801524,mulberry
151.9873917,28.02849009,97.01547702,6.779651872,0.559685073,0.305679877,23.35652422,106.5022971,1009.936799,22.28784979,15.94353522,mulberry
164.03089,16.06279514,61.02857131,6.180079325,0.585940384,0.257343335,25.74875305,139.62925,245.6043623,28.72470861,16.23326642,mulberry
160.0175589,14.01474687,55.99452547,6.448685869,0.590304052,0.277665192,34.11065509,250.4153742,953.5365753,26.33559998,27.6364796,mulberry
117.0510873,14.02064392,107.8977335,5.900480201,0.676221124,0.165056116,26.64110463,120.578374,605.4978331,26.49083425,22.17253455,mulberry
131.023385,27.9860953,80.97936242,6.279976784,0.086204963,0.167080982,26.8904167,254.3291621,272.0671782,25.598464,12.84793778,mulberry
124.0380944,12.99372967,105.9266174,6.45698141,0.801632749,0.27360828,26.82301641,273.0235516,301.1109824,21.42492239,27.24090031,mulberry
145.09881,18.95836624,82.05289707,6.574216534,0.823046364,0.326770193,25.60733648,146.7905963,989.7602982,28.48520246,16.03845915,mulberry
115.0005581,14.01948347,83.05946018,6.331650079,0.544915422,0.22363596,16.00569624,164.261542,531.5391542,27.64625416,15.49146991,mulberry
141.9189338,76.97827512,268.9918144,7.013932681,0.847171733,0.026917864,18.15028812,126.1590263,62.10631435,25.16570343,8.786134048,mulberry
114.9982834,26.02217609,75.1444936,6.288132885,0.450278138,0.269553939,17.62265486,134.746078,1506.199488,26.1685002,23.56028996,mulberry
164.0004198,24.04340922,86.00869592,6.455048107,0.492413612,0.207129052,27.00901983,115.0973654,588.7921873,21.80366662,16.44335887,mulberry
149.0133878,12.00197935,104.0165638,6.366040685,0.685555652,0.222889672,30.71887099,125.081266,544.2739132,22.38769107,24.92223842,mulberry
109.9713238,23.95476606,104.0188391,6.820503355,0.079959517,0.249510408,26.31768101,124.2964812,1170.171933,24.99127535,12.99680286,mulberry
116.0392376,21.02840103,103.9796777,6.235877831,0.558462282,0.19034719,33.69109414,274.9191037,855.8466435,20.37763583,25.65015259,mulberry
158.9672987,19.00725448,61.02107514,6.290382257,0.403597068,0.226800994,31.89553919,169.658631,267.6650625,29.72039873,16.70540727,mulberry
128.9679225,21.08067621,103.0540111,6.39526581,0.227853015,0.169818187,32.51802512,249.7495434,595.9736401,23.39484689,13.65343767,mulberry
110.0231182,23.9336146,103.9962875,6.865360804,0.194467582,0.169760171,26.34852678,124.3557247,1170.212869,25.00102755,13.08811894,mulberry
132.002504,24.05782247,62.93184355,5.965511999,0.261602572,0.288076827,19.88104704,128.0725285,1061.243475,23.46420456,29.87584171,mulberry
175.9818789,26.93012726,109.0172335,6.474005853,0.534785349,0.230589606,34.95966318,274.8578789,288.2681273,23.99255169,27.56729828,mulberry
131.9478947,24.05921877,62.94610616,5.979830056,0.332249225,0.2657802,19.97159134,127.9303532,1061.326345,23.5043414,29.91774674,mulberry
139.0244814,20.04092152,76.13755763,6.53887577,0.450434444,0.170785812,20.99422479,254.1814986,517.8089547,29.50566302,17.27621229,mulberry
133.0131549,13.908305,109.9783414,6.318435091,0.842614441,0.336438804,17.99197316,108.981228,1490.56516,24.50987718,13.57352797,mulberry
142.8461531,27.00052631,90.06958305,6.312144328,0.519023232,0.282161983,20.59664281,135.2135383,1330.295653,20.75422411,20.13230538,mulberry
114.0779523,11.02980602,70.04274867,6.218744847,0.52951444,0.215885296,33.32246412,130.2128887,461.7449375,28.34194864,20.67102369,mulberry
151.0699055,24.95780306,92.90262182,6.32987843,0.126411848,0.204172572,25.46359386,208.0259611,1279.586719,23.41729588,21.1447768,mulberry
176.9818563,20.9304495,71.0053112,6.085334264,0.562122264,0.311002012,19.93925627,134.3167743,1111.67757,22.30031535,22.54204122,mulberry
164.0153162,23.98825396,85.98310146,6.386553363,0.598314504,0.29989074,27.03895623,115.2581622,588.8719554,21.72560094,16.52159923,mulberry
146.9669449,15.00084155,74.99235286,6.067836612,0.188134328,0.198777787,31.45144386,258.3108913,986.2901749,24.55383931,24.92462924,mulberry
194.0304689,76.07124796,260.0459487,6.252273142,1.204796235,0.013509854,23.11147955,49.88213403,67.52074966,24.76878111,8.834997998,mulberry
158.0109654,12.9483673,84.08556143,6.143441195,0.443794928,0.260783894,24.88300666,267.474275,729.6474115,29.90365073,13.93902459,mulberry
164.9272911,16.94658546,102.0562052,6.50652088,0.757711344,0.231672699,29.58731803,193.4606976,984.2930867,25.95188965,20.46842927,mulberry
111.9568296,11.97905563,85.010816,5.926976536,0.639121974,0.277035719,16.30917003,136.5459903,859.6019925,29.33955271,12.32889138,mulberry
72.95754244,34.01213497,194.0367743,6.157686027,1.859050214,89.27189971,0.232699418,4.046329984,117.1826767,23.28239406,13.43192294,mulberry
144.9679651,28.06716237,81.90025185,6.777592175,0.27265406,0.29383056,34.86862764,220.890505,991.8996357,26.75781618,13.6148229,mulberry
102.0512228,31.97935113,67.05616177,5.777104286,1.549855163,113.2153146,0.204790671,3.71565802,184.1296084,37.82985247,11.37466594,mulberry
169.001187,16.00957763,88.01797625,6.290638736,0.411966539,0.35079704,23.17351924,115.8804237,564.631288,20.5734628,22.75515912,mulberry
137.9426367,20.01625664,96.94776833,6.233038347,0.233542955,0.266564568,26.62761781,148.4020713,942.6300998,26.25183472,22.23260444,mulberry
133.0334784,13.98226247,109.991228,6.151208583,0.941517223,0.258695749,17.88905488,108.8699869,1490.581863,24.51516378,13.53505106,mulberry
109.9173338,25.98380338,109.9315776,6.115277832,0.515428453,0.236007776,17.4524359,266.1971339,606.2237212,26.92224131,10.82783121,mulberry
139.0661901,20.00240498,75.91456789,6.466276512,0.367133044,0.20848291,21.07256053,254.1775504,518.0246424,29.46814954,17.26592777,mulberry
162.0597056,15.96276975,66.98143445,6.243338894,0.276376883,0.166561302,22.57167987,139.8023013,469.0714346,27.59444839,30.02615,mulberry
176.0420369,26.98003303,109.0166356,6.496642056,0.502722337,0.286204102,35.03012325,274.7407589,288.2291985,23.9187135,27.51931671,mulberry
172.9985229,24.08398624,107.0451963,6.755807304,0.438684883,0.312607149,27.32152534,181.2168303,1157.593051,21.96468994,27.07708909,mulberry
178.00519,22.95827986,58.99403661,6.367974565,0.351937293,0.274836541,17.26797844,271.0182994,477.1644857,29.4316884,10.7487741,mulberry
173.0220107,29.93367251,79.98798093,6.577317465,0.824535403,0.281123603,28.64379096,201.8611616,1495.874219,20.7734061,26.68005558,mulberry
156.9790095,9.935019001,104.9594318,6.251969821,0.235751413,0.278438408,29.26054141,257.8666343,1013.31837,27.09334735,20.1019185,mulberry
120.9296018,26.02423101,54.0036396,6.610976153,0.689112957,0.291051568,20.37065475,214.327006,1076.637982,24.35559795,13.47889586,mulberry
172.0258242,27.05069835,56.06201556,6.59420507,0.756400258,0.279477515,27.16532685,169.4395444,267.2870284,21.84718351,22.39116562,mulberry
136.0773361,29.956125,89.1645873,6.593198436,0.952953977,0.268189467,33.64903649,223.0987385,1532.574134,23.44600374,12.3689448,mulberry
132.9611272,25.00006412,63.93128127,6.719958722,0.819850906,0.272193495,29.27782665,211.0732082,995.829171,29.79867693,26.49872783,mulberry
162.0029852,28.9696862,60.01581958,6.386263904,0.609270924,0.273158176,28.62192506,163.3697092,1420.827251,28.8292654,13.60705505,mulberry
135.9741376,30.00355219,89.02048864,6.575754495,0.866813829,0.233259797,33.7242446,223.1235566,1532.646871,23.47023087,12.4112825,mulberry
130.0169977,19.01413005,106.9460111,6.272786686,0.80277031,0.242526886,18.83649604,188.4495752,1358.006874,25.41090387,23.15039626,mulberry
150.9422523,24.98862803,92.98198559,6.311540407,0.057474657,0.153461262,25.46652965,208.0117814,1279.613255,23.38246364,21.20923909,mulberry
159.0023424,19.08628843,60.98192475,6.346429898,0.488047703,0.233636004,31.87898409,169.7505142,267.6147493,29.73931895,16.71983738,mulberry
156.9866885,9.991239845,105.0663709,6.361871807,0.184999572,0.318059821,29.21694061,257.781678,1013.247769,26.94691061,20.17261269,mulberry
161.9638484,16.02382487,66.98388304,6.135575784,0.378149228,0.165064629,22.53899821,139.6666012,469.1511287,27.59681405,29.93650451,mulberry
129.9843732,27.05171104,82.99686649,6.089634509,0.858815444,0.233864125,19.12822271,185.3020619,833.8901922,23.66228024,26.75776994,mulberry
172.1379383,26.9604029,56.00456294,6.575236076,0.769488249,0.28489688,27.11948272,169.3109217,267.430658,21.77464877,22.44624903,mulberry
123.9427557,18.91032549,71.98586532,6.342340346,0.325180593,0.137738345,26.87484769,251.5752514,1195.800714,24.70857369,16.07491819,mulberry
129.9978922,53.9751963,130.933821,5.160901889,2.452677031,0.015315874,15.97640317,42.14483652,91.58101413,46.74839729,22.65076712,ragi
175.0164903,74.02123367,263.017962,7.580324203,1.654925275,0.04989898,12.0787968,209.065167,63.50935438,24.6465434,5.73186423,ragi
116.0059987,70.05819248,268.018514,7.213638654,1.275092372,0.014578874,13.30258975,227.4815746,65.83500176,27.73596153,2.964552107,ragi
131.9971583,67.9772585,212.9726861,5.763644694,0.469308947,0.180268876,10.31628331,115.2385924,60.21864513,55.58445926,20.6314862,ragi
120.9740403,51.9881662,362.008156,5.864596739,1.418451224,0.043302898,24.48708831,74.20891199,58.98145536,29.70962669,8.393081657,ragi
116.0157474,89.94929599,246.9614107,7.582468339,1.79165846,0.019220201,16.97629699,127.8003479,68.65696899,24.60698273,1.135084345,ragi
113.0136365,53.05715884,332.933036,5.710392439,1.287731603,0.017548054,10.55784868,102.4017062,65.65719487,27.3707663,9.03626436,ragi
124.0128101,93.05793691,363.9177491,7.713843128,0.893371929,0.013264775,13.09341293,158.9716057,57.63179137,29.4724882,1.425975335,ragi
178.0922944,80.9633809,335.9662504,7.422644194,1.177839154,0.048607624,10.56579686,156.3926131,63.01278977,20.11046678,5.449932415,ragi
193.081708,78.02502881,332.0497055,6.287835576,1.634317524,0.033783386,13.61997949,101.7883532,63.8371835,18.70484499,8.655663906,ragi
148.0689578,84.98184465,247.9781938,6.518552995,1.438379609,0.027969777,17.61993522,177.1260163,57.29057934,18.73574604,5.388004806,ragi
198.0378865,67.03376341,246.9642047,7.648849282,0.790656918,0.018367848,22.51638035,172.4568016,56.41566126,29.19554977,2.982611976,ragi
136.975105,91.02605366,341.9654971,7.034128291,1.407537082,0.03042902,12.98859823,78.88847224,59.35536443,20.63657481,9.207344673,ragi
124.0341811,92.95120347,364.0416841,7.723191365,0.789227954,0.03930728,12.94825994,158.9100847,57.66687248,29.544442,1.404921888,ragi
150.8879481,68.04122767,358.0084293,6.449280233,1.094677184,0.009593929,14.74071026,209.6263013,60.27736987,23.90680401,1.416503919,ragi
195.9981404,61.94619306,355.0175552,6.140813423,1.749727633,0.025025447,21.10029137,74.50468127,58.99237256,21.84328264,2.925719828,ragi
164.9702397,97.03525732,264.0103043,6.191069638,1.780238367,8.78E-06,15.12356593,221.9502463,59.46044384,25.26338604,7.347793961,ragi
162.9582798,81.91337375,319.9920208,6.369569544,1.145189658,0.03749662,22.6020594,55.95603222,58.58160222,25.27163846,2.62611291,ragi
195.9641295,62.0318469,354.8880509,6.067796055,1.733287906,0.046966346,21.06376401,74.53938003,59.0563011,21.86112099,2.932209955,ragi
141.0533239,76.04811607,262.8930357,7.012925918,0.917221841,0.036422479,18.31472556,127.2934936,61.59486709,25.01692044,8.637359378,ragi
138.0093615,68.03866641,299.9373602,7.703651918,1.315226251,0.047241603,22.22772,89.11011858,61.66917716,25.55247896,8.060179936,ragi
147.9772468,97.0483651,364.9112212,5.756628811,1.688646993,0.112863292,16.63872223,138.8339868,57.09127219,19.18677992,1.715676564,ragi
180.9229524,72.00734391,336.9476466,7.16345799,0.64315694,0.050751271,20.26573492,226.6953933,66.75422668,22.23369854,9.703705911,ragi
187.9889035,88.95286777,272.9962273,5.8102317,0.851105258,0.085020912,24.5288905,88.3238075,66.78535444,23.29205581,4.069034576,ragi
198.0416273,63.99439519,239.978506,7.251906626,1.151979835,0.065155874,23.02240045,190.9982714,66.52258792,23.90006173,1.606760097,ragi
145.9927182,77.02758544,368.0607117,6.953891545,1.01963378,0.035544474,22.38186649,247.7194565,67.99684208,21.76058281,3.031703472,ragi
178.0716379,93.07027811,343.0003908,6.597231217,1.365430519,0.051745356,20.63770986,224.0267573,67.96380444,23.02447853,1.545803651,ragi
112.9726265,53.00187719,333.0420194,5.747619771,1.299524566,0.004382272,10.62628914,102.4383617,65.73520297,27.44707865,8.935915229,ragi
131.9886054,67.94981456,213.099045,5.778081941,0.563797328,0.208879887,10.33008533,115.1983102,60.22920256,55.72478188,20.61778131,ragi
124.0607762,92.97473925,363.9931046,7.749486748,0.801261141,0.049774568,13.05838149,158.9506727,57.64476548,29.60573864,1.487525583,ragi
123.0329769,90.97606632,288.9900629,6.184632796,1.319242549,0.007657484,13.28260865,122.8762425,68.44341036,21.69906942,9.268108901,ragi
136.9980909,94.99102085,325.9994931,6.247656146,1.464090155,0.051418055,16.15561738,225.442591,56.84676401,20.49785453,1.180426733,ragi
182.9076788,53.92950654,261.0527286,6.173521871,1.653474771,0.09865029,14.6379252,194.6338082,65.55440745,25.95148929,5.450546357,ragi
174.9644986,54.03700204,356.9905099,7.235678475,0.997833684,0.009410021,11.04444628,95.4204739,67.20573251,25.28197509,4.911281278,ragi
181.0823517,72.02548179,336.9641088,7.182190037,0.822797647,0.000621884,20.27333947,226.6831031,66.75855464,22.28265152,9.711963044,ragi
125.0119645,96.91142799,249.9435618,7.276324293,1.328150045,0.029507372,14.67793492,218.4603884,69.08274194,21.50319871,6.450818811,ragi
148.0643104,85.08995581,247.908075,6.483089942,1.545602312,0.030153828,17.62549216,177.1733943,57.18537211,18.66843268,5.424747808,ragi
147.0234674,95.98617276,346.0184489,6.297552663,0.813121465,0.106657816,15.11390707,206.9240064,60.39057,19.99225256,4.307840813,ragi
125.0570251,97.01062909,249.9797219,7.271731452,1.421283854,0.017450615,14.67189174,218.3793767,69.11840671,21.5385394,6.500752656,ragi
161.9877114,57.9302221,349.041086,6.164153315,1.143990757,0.066356608,12.34237857,190.2687228,57.97241039,27.99953275,3.884134791,ragi
